2024-01-20 16:00:48,119: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-01-20 16:00:48,296: alpaca.trading.stream: WARNING: trading stream websocket error, restarting  connection: server rejected WebSocket connection: HTTP 429
2024-01-20 16:00:48,327: alpaca.trading.stream: INFO: starting trading websocket connection
2024-01-20 16:00:49,120: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-20 16:00:49,120: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-20 16:00:49,122: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-20 16:00:49,123: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-20 16:00:49,124: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-20 16:00:49[0m
2024-01-20 16:00:49,124: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,128: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,129: root: INFO: [32mNew market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-20 16:00:49,131: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-20 16:00:49[0m
2024-01-20 16:00:49,131: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:00:49,131: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,131: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,131: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 16:00:49,132: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 16:00:49,132: root: INFO: [32mFilled Transaction: buy 106 of SPY at 469.48999023 USD per share[0m
2024-01-20 16:00:49,132: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-20 16:00:49,135: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-20 16:00:49,136: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-20 16:00:49,136: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-20 16:00:49,137: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-20 16:00:49,137: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:00:49,137: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,138: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,138: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:00:49,138: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,138: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,139: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:00:49,139: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,139: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,140: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:00:49,140: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,140: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,142: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 16:00:49,142: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:00:49,142: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,143: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,143: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:00:49,143: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,143: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,144: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 16:00:49,144: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-01-20 16:00:49,144: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:00:49,144: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,144: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,144: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:00:49,144: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:00:49,145: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
