2024-01-20 16:47:27,274: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-01-20 16:47:27,712: alpaca.trading.stream: WARNING: trading stream websocket error, restarting  connection: server rejected WebSocket connection: HTTP 429
2024-01-20 16:47:27,747: alpaca.trading.stream: INFO: starting trading websocket connection
2024-01-20 16:47:28,226: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-20 16:47:28,226: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-20 16:47:28,227: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-20 16:47:28,228: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-20 16:47:28,229: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-20 16:47:28[0m
2024-01-20 16:47:28,229: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:28,232: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,103: root: INFO: [32mNew market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-20 16:47:29,106: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-20 16:47:29[0m
2024-01-20 16:47:29,106: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:47:29,106: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,107: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 16:47:29,107: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 16:47:29,107: root: INFO: [32mFilled Transaction: buy 106 of SPY at 469.48999023 USD per share[0m
2024-01-20 16:47:29,107: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-20 16:47:29,111: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-20 16:47:29,112: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-20 16:47:29,112: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-20 16:47:29,114: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-20 16:47:29,114: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:47:29,114: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,114: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,115: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:47:29,115: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,116: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,117: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:47:29,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,117: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:47:29,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,118: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,119: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 16:47:29,119: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:47:29,119: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,120: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,120: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:47:29,120: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,121: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,122: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 16:47:29,122: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-01-20 16:47:29,122: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:47:29,122: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,122: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 16:47:29,123: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 16:47:29,123: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
